1,0,7.527,7.5285,6
1,1,7.527,7.5285,12
1,2,7.527,7.5285,17
1,3,7.527,7.5285,15
1,4,7.527,7.5285,25
1,5,7.527,7.5285,16
1,6,7.527,7.5285,12
1,7,7.527,7.5285,14
1,8,7.527,7.5285,24
1,9,7.527,7.5285,15
1,10,7.527,7.5285,5
1,11,7.527,7.5285,17
1,12,7.527,7.5285,20
1,13,7.527,7.5285,17
1,14,7.527,7.5285,14
1,15,7.527,7.5285,15
1,16,7.527,7.5285,16
1,17,7.527,7.5285,9
1,18,7.527,7.5285,16
1,19,7.527,7.5285,13
1,20,7.527,7.5285,9
1,21,7.527,7.5285,16
1,22,7.527,7.5285,12
1,23,7.527,7.5285,24
1,24,7.527,7.5285,10
1,25,7.527,7.5285,20
1,26,7.527,7.5285,23
1,27,7.527,7.5285,17
1,28,7.527,7.5285,21
1,29,7.527,7.5285,5
1,30,7.527,7.5285,10
1,31,7.527,7.5285,25
1,32,7.527,7.5285,20
1,33,7.527,7.5285,16
1,34,7.527,7.5285,7
1,35,7.527,7.5285,14
1,36,7.527,7.5285,27
1,37,7.527,7.5285,14
1,38,7.527,7.5285,16
1,39,7.527,7.5285,15
1,40,7.527,7.5285,20
1,41,7.527,7.5285,26
1,42,7.527,7.5285,17
1,43,7.527,7.5285,8
1,44,7.527,7.5285,9
1,45,7.527,7.5285,9
1,46,7.527,7.5285,21
1,47,7.527,7.5285,11
1,48,7.527,7.5285,17
1,49,7.527,7.5285,13
1,50,7.527,7.5285,16
2,0,15.092,15.0935,7
2,1,15.092,15.0935,5
2,2,15.092,15.0935,11
2,3,15.092,15.0935,9
2,4,15.092,15.0935,9
2,5,15.092,15.0935,9
2,6,15.092,15.0935,17
2,7,15.092,15.0935,8
2,8,15.092,15.0935,4
2,9,15.092,15.0935,9
2,10,15.092,15.0935,9
2,11,15.092,15.0935,10
2,12,15.092,15.0935,8
2,13,15.092,15.0935,14
2,14,15.092,15.0935,7
2,15,15.092,15.0935,10
2,16,15.092,15.0935,12
2,17,15.092,15.0935,8
2,18,15.092,15.0935,6
2,19,15.092,15.0935,6
2,20,15.092,15.0935,0
2,21,15.092,15.0935,13
2,22,15.092,15.0935,3
2,23,15.092,15.0935,11
2,24,15.092,15.0935,0
2,25,15.092,15.0935,6
2,26,15.092,15.0935,11
2,27,15.092,15.0935,3
2,28,15.092,15.0935,13
2,29,15.092,15.0935,5
2,30,15.092,15.0935,13
2,31,15.092,15.0935,6
2,32,15.092,15.0935,10
2,33,15.092,15.0935,9
3,0,22.65,22.6515,16
3,1,22.65,22.6515,15
3,2,22.65,22.6515,30
3,3,22.65,22.6515,21
3,4,22.65,22.6515,23
3,5,22.65,22.6515,12
3,6,22.65,22.6515,24
3,7,22.65,22.6515,13
3,8,22.65,22.6515,24
3,9,22.65,22.6515,35
3,10,22.65,22.6515,8
3,11,22.65,22.6515,22
3,12,22.65,22.6515,20
3,13,22.65,22.6515,20
3,14,22.65,22.6515,16
3,15,22.65,22.6515,30
3,16,22.65,22.6515,26
3,17,22.65,22.6515,15
3,18,22.65,22.6515,32
3,19,22.65,22.6515,22
3,20,22.65,22.6515,27
3,21,22.65,22.6515,16
3,22,22.65,22.6515,29
3,23,22.65,22.6515,23
4,0,30.004,30.0055,0
4,1,30.004,30.0055,2
4,2,30.004,30.0055,0
4,3,30.004,30.0055,1
4,4,30.004,30.0055,0
5,0,37.425,37.4265,13
5,1,37.425,37.4265,15
5,2,37.425,37.4265,29
6,0,44.846,44.8475,26
6,1,44.846,44.8475,23
6,2,44.846,44.8475,20
6,3,44.846,44.8475,20
6,4,44.846,44.8475,26
6,5,44.846,44.8475,22
6,6,44.846,44.8475,15
6,7,44.846,44.8475,21
7,0,52.164,52.1655,39
7,1,52.164,52.1655,52
7,2,52.164,52.1655,35
7,3,52.164,52.1655,46
7,4,52.164,52.1655,46
7,5,52.164,52.1655,46
7,6,52.164,52.1655,43
7,7,52.164,52.1655,54
8,0,59.656,59.6575,11
8,1,59.656,59.6575,12
8,2,59.656,59.6575,13
8,3,59.656,59.6575,10
8,4,59.656,59.6575,16
8,5,59.656,59.6575,20
8,6,59.656,59.6575,11
8,7,59.656,59.6575,5
8,8,59.656,59.6575,0
8,9,59.656,59.6575,15
8,10,59.656,59.6575,16
8,11,59.656,59.6575,10
8,12,59.656,59.6575,8
8,13,59.656,59.6575,10
8,14,59.656,59.6575,16
8,15,59.656,59.6575,16
8,16,59.656,59.6575,10
8,17,59.656,59.6575,2
8,18,59.656,59.6575,8
8,19,59.656,59.6575,17
8,20,59.656,59.6575,15
9,0,67.079,67.0805,35
9,1,67.079,67.0805,33
9,2,67.079,67.0805,47
9,3,67.079,67.0805,24
9,4,67.079,67.0805,47
9,5,67.079,67.0805,46
9,6,67.079,67.0805,41
9,7,67.079,67.0805,27
9,8,67.079,67.0805,39
9,9,67.079,67.0805,40
9,10,67.079,67.0805,41
9,11,67.079,67.0805,52
9,12,67.079,67.0805,44
9,13,67.079,67.0805,23
10,0,74.573,74.5745,8
10,1,74.573,74.5745,7
10,2,74.573,74.5745,10
10,3,74.573,74.5745,3
10,4,74.573,74.5745,9
10,5,74.573,74.5745,10
10,6,74.573,74.5745,7
10,7,74.573,74.5745,6
10,8,74.573,74.5745,4
10,9,74.573,74.5745,6
10,10,74.573,74.5745,3
10,11,74.573,74.5745,7
10,12,74.573,74.5745,10
10,13,74.573,74.5745,3
10,14,74.573,74.5745,8
